Ensembl_Gene_ID	Gene_Symbol	log2FC_DeSeq	p_DeSeq	padj_DeSeq	log2FC_edge	p_edge	padj_edge
ENSG00000189120	SP6	1,1783910042	1,66E-05	0,0004195748	1,3446695612	2,86E-06	9,54E-05
ENSG00000125538	IL1B	1,0960629207	0,0022617822	0,033116906	3,7285148664	0,0002268025	0,00468559
ENSG00000079335	CDC14A	1,1275085234	5,66E-16	4,20E-14	1,1143574789	3,13E-21	3,97E-19
ENSG00000198075	SULT1C4	1,1416070728	4,42E-10	2,08E-08	1,1655368468	1,55E-11	1,01E-09
ENSG00000198771	RCSD1	1,2426408709	0,0002483819	0,0048197697	1,7087197904	2,92E-05	0,0007652531
ENSG00000142303	ADAMTS10	0,7101262955	4,67E-06	0,0001318159	0,6901654729	9,78E-06	0,0002889517
ENSG00000259498	RP11-244F12.3	0,893596305	3,57E-08	1,36E-06	0,8853000444	4,59E-08	2,04E-06
ENSG00000125266	EFNB2	-0,6328443875	4,18E-13	2,55E-11	-0,6951967603	4,07E-16	3,78E-14
ENSG00000136717	BIN1	0,3849710425	7,75E-08	2,85E-06	0,336539858	4,46E-05	0,0011172631
ENSG00000126860	EVI2A	-0,9884678329	3,01E-05	0,0007230169	-1,1661961545	1,56E-06	5,45E-05
ENSG00000134363	FST	-0,4432461139	1,21E-13	7,78E-12	-0,4995990546	4,75E-11	2,99E-09
ENSG00000262251	RP11-199F11.2	0,7092989151	4,79E-05	0,0011061125	0,6976388341	8,18E-05	0,0018999056
ENSG00000172731	LRRC20	-0,4530184827	8,62E-07	2,75E-05	-0,5126731389	8,60E-08	3,63E-06
ENSG00000259712	CTD-2184D3.5	1,1650125408	0,000821843	0,0138089105	1,6622383226	0,0001798441	0,0038216881
ENSG00000162670	BRINP3	1,1105534045	0,0024991242	0,0359013232	3,0175064287	0,000350508	0,0068347996
ENSG00000156804	FBXO32	0,4997134337	1,40E-10	6,91E-09	0,4513431107	6,99E-07	2,59E-05
ENSG00000180354	C7orf41	0,535951108	8,59E-08	3,13E-06	0,4924834135	3,73E-07	1,44E-05
ENSG00000138336	TET1	-0,7936688529	8,80E-06	0,0002350091	-0,897065221	4,98E-07	1,88E-05
ENSG00000120875	DUSP4	-0,5932977551	1,03E-08	4,15E-07	-0,6588236575	1,75E-10	1,04E-08
ENSG00000170175	CHRNB1	0,7672031638	1,73E-06	5,25E-05	0,7542168559	2,82E-07	1,10E-05
ENSG00000100065	CARD10	-0,3552234176	4,88E-09	2,05E-07	-0,4099201759	2,21E-07	8,73E-06
ENSG00000102931	ARL2BP	0,2765688776	1,26E-06	3,89E-05	0,225576976	0,0032590905	0,0426887432
ENSG00000006468	ETV1	-0,6057120368	1,55E-07	5,46E-06	-0,6745202509	4,43E-08	1,98E-06
ENSG00000172716	SLFN11	0,5510360908	5,95E-14	3,90E-12	0,5024314963	9,06E-11	5,51E-09

